GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.handlers,VanillaInventoryDropHandler,70,0,12,0,18,0,9,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.handlers,SimpleBlockBreakHandler,19,0,0,0,8,0,4,0,4,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.recipes,RecipeType,776,0,24,0,104,0,34,0,22,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.attributes,ProtectionType,21,0,0,0,4,0,1,0,1,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.attributes,RecipeDisplayItem,9,0,0,0,2,0,2,0,2,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.attributes,HologramOwner,28,0,0,0,7,0,3,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.attributes,Placeable,2,0,0,0,1,0,1,0,1,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.attributes,MachineTier,56,0,0,0,11,0,3,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.attributes,DamageableItem,64,0,16,0,14,0,10,0,2,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.attributes,EnergyNetComponent,219,0,32,0,53,0,25,0,9,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.attributes,Rechargeable,158,0,28,0,35,0,18,0,4,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.attributes,RadiationSymptom,110,0,6,0,17,0,7,0,4,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.attributes,MachineType,35,0,0,0,8,0,3,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.attributes,Radioactivity,76,0,0,0,13,0,5,0,5,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.attributes,EnergyNetProvider,4,0,0,0,2,0,2,0,2,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items,EnchantedItem,10,0,0,0,3,0,1,0,1,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items,RadioactiveItem,34,0,0,0,8,0,4,0,4,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items,SimpleSlimefunItem,25,0,0,0,6,0,3,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items,HiddenItem,10,0,0,0,3,0,1,0,1,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items,LimitedUseItem,191,0,18,0,46,0,16,0,7,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items,VanillaItem,11,0,0,0,3,0,1,0,1,0
Slimefun,me.mrCookieSlime.Slimefun.api.item_transport,ItemTransportFlow,15,0,0,0,3,0,1,0,1,0
Slimefun,me.mrCookieSlime.Slimefun.Objects.SlimefunItem.abstractItems,AGenerator.new SimpleBlockBreakHandler() {...},32,0,2,0,7,0,3,0,2,0
Slimefun,me.mrCookieSlime.Slimefun.Objects.SlimefunItem.abstractItems,AGenerator.new BlockMenuPreset() {...},39,0,6,0,7,0,7,0,4,0
Slimefun,me.mrCookieSlime.Slimefun.Objects.SlimefunItem.abstractItems,MachineRecipe,27,0,0,0,10,0,5,0,5,0
Slimefun,me.mrCookieSlime.Slimefun.Objects.SlimefunItem.abstractItems,MachineFuel,91,0,6,0,24,0,11,0,8,0
Slimefun,me.mrCookieSlime.Slimefun.Objects.SlimefunItem.abstractItems,AGenerator,618,0,50,0,84,0,40,0,15,0
Slimefun,me.mrCookieSlime.Slimefun.Objects.SlimefunItem.abstractItems,AContainer,889,0,68,0,138,0,65,0,31,0
Slimefun,me.mrCookieSlime.Slimefun.Objects.SlimefunItem.abstractItems,AContainer.new BlockTicker() {...},13,0,0,0,4,0,3,0,3,0
Slimefun,me.mrCookieSlime.Slimefun.Objects.SlimefunItem.abstractItems,AContainer.new SimpleBlockBreakHandler() {...},32,0,2,0,7,0,3,0,2,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.exceptions,IdConflictException,8,0,0,0,2,0,1,0,1,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.exceptions,TagMisconfigurationException,16,0,0,0,4,0,2,0,2,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.exceptions,PrematureCodeException,5,0,0,0,2,0,1,0,1,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.exceptions,IncompatibleItemHandlerException,10,0,0,0,2,0,1,0,1,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.exceptions,MissingDependencyException,7,0,0,0,2,0,1,0,1,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.exceptions,UnregisteredItemException,6,0,0,0,2,0,1,0,1,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.exceptions,BiomeMapException,16,0,0,0,4,0,2,0,2,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items,SlimefunItem,1285,0,162,0,305,0,145,0,64,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items,ItemSpawnReason,51,0,0,0,9,0,1,0,1,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items,HashedArmorpiece,102,0,14,0,24,0,12,0,5,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items,ItemState,27,0,0,0,5,0,1,0,1,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items,ItemGroup,332,0,40,0,75,0,45,0,25,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items,SlimefunItemStack,764,0,44,0,182,0,111,0,89,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items,ItemHandler,2,0,0,0,1,0,1,0,1,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items,ItemSetting,232,0,26,0,48,0,26,0,13,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items.groups,NestedItemGroup,282,0,20,0,54,0,21,0,11,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items.groups,SeasonalItemGroup,26,0,2,0,8,0,4,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items.groups,LockedItemGroup,177,0,24,0,36,0,19,0,7,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items.groups,FlexItemGroup,34,0,0,0,9,0,7,0,7,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.items.groups,SubItemGroup,45,0,2,0,15,0,8,0,7,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.researches,PlayerResearchTask,252,0,20,0,47,0,24,0,14,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.researches,Research,351,0,52,0,77,0,46,0,20,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.localization,TextDirection,0,15,0,0,0,3,0,1,0,1
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.localization,LanguagePreset,9,405,0,0,3,56,3,6,3,6
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.localization,LanguageFile,5,56,0,0,1,12,1,3,1,3
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.localization,SlimefunLocalization,696,0,68,0,146,0,65,0,31,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.localization,Language,111,0,6,0,27,0,14,0,11,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.tasks.armor,SolarHelmetTask,62,0,14,0,13,0,11,0,4,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.tasks.armor,AbstractArmorTask,74,0,8,0,15,0,9,0,5,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.tasks.armor,RainbowArmorTask,90,0,12,0,19,0,11,0,5,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.tasks.armor,SlimefunArmorTask,101,0,14,0,23,0,12,0,5,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.tasks.armor,RadiationTask,206,0,36,0,53,0,24,0,6,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.guide.options,FireworksOption,116,0,14,0,21,0,14,0,7,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.guide.options,LearningAnimationOption,121,0,16,0,21,0,15,0,7,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.guide.options,PlayerLanguageOption,405,0,14,0,58,0,22,0,15,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.guide.options,ContributorsMenu,383,0,22,0,55,0,17,0,6,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.guide.options,GuideModeOption,187,0,18,0,41,0,17,0,8,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.guide.options,SlimefunGuideSettings,715,0,10,0,97,0,22,0,17,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.debug,Debug,111,6,10,0,21,3,11,2,6,2
Slimefun,io.github.thebusybiscuit.slimefun4.core.debug,TestCase,33,0,0,0,6,0,2,0,2,0
Slimefun,me.mrCookieSlime.Slimefun.Objects.handlers,BlockTicker,48,0,6,0,15,0,9,0,6,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.guide,CheatSheetSlimefunGuide,68,0,6,0,15,0,8,0,5,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.guide,SurvivalSlimefunGuide,2012,0,204,0,366,0,151,0,49,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.holograms,Hologram,99,0,16,0,29,0,15,0,7,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.holograms,HologramsService,350,0,42,0,86,0,34,0,13,0
Slimefun,io.github.thebusybiscuit.slimefun4.integrations,McMMOIntegration,62,0,6,0,21,0,9,0,6,0
Slimefun,io.github.thebusybiscuit.slimefun4.integrations,ClearLagIntegration,39,0,6,0,12,0,6,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.integrations,OrebfuscatorIntegration,94,0,6,0,18,0,9,0,6,0
Slimefun,io.github.thebusybiscuit.slimefun4.integrations,WorldEditIntegration,28,0,0,0,10,0,3,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.integrations,PlaceholderAPIIntegration,249,0,42,0,52,0,30,0,9,0
Slimefun,io.github.thebusybiscuit.slimefun4.integrations,IntegrationsManager,327,0,20,0,86,0,38,0,28,0
Slimefun,io.github.thebusybiscuit.slimefun4.integrations,WorldEditIntegration.new AbstractDelegateExtent() {...},45,0,6,0,8,0,5,0,2,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.github,GitHubIssuesConnector,67,0,6,0,22,0,8,0,5,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.github,Contributor,200,0,12,0,44,0,24,0,18,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.github,GitHubTask,237,0,36,0,58,0,24,0,6,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.github,GitHubService,398,0,10,0,85,0,28,0,23,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.github,ContributorRole,42,0,0,0,9,0,3,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.github,GitHubActivityConnector,42,0,0,0,12,0,5,0,5,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.github,GitHubConnector,242,0,18,0,50,0,18,0,9,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.github,ContributionsConnector,263,0,6,0,58,0,12,0,9,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.services.github,TranslatorsReader,88,0,6,0,20,0,5,0,2,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.elevator,ElevatorFloor,32,0,0,0,11,0,5,0,5,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.elevator,ElevatorPlate,542,0,36,0,88,0,36,0,18,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.elevator,ElevatorPlate.new BlockPlaceHandler() {...},21,0,0,0,5,0,2,0,2,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.tasks.player,JetpackTask,79,0,6,0,16,0,5,0,2,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.tasks.player,JetBootsTask,101,0,8,0,17,0,6,0,2,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.tasks.player,InfusedMagnetTask,76,0,16,0,13,0,11,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.tasks.player,ParachuteTask,30,0,2,0,9,0,3,0,2,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.tasks.player,AbstractPlayerTask,60,0,10,0,18,0,12,0,7,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.tasks.player,BeeWingsTask,125,0,22,0,28,0,16,0,5,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.electric.generators,SolarGenerator,143,0,22,0,29,0,19,0,8,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.electric.generators,CoalGenerator,283,0,20,0,39,0,13,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.electric.generators,LavaGenerator,23,0,0,0,5,0,3,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.electric.generators,MagnesiumGenerator,20,0,0,0,5,0,3,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.electric.generators,BioGenerator,555,0,12,0,63,0,9,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.electric.generators,CombustionGenerator,29,0,0,0,6,0,3,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.multiblocks,MultiBlock,237,0,44,0,47,0,34,0,12,0
Slimefun,io.github.thebusybiscuit.slimefun4.core.multiblocks,MultiBlockMachine,319,0,34,0,61,0,33,0,16,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.gps,Waypoint,129,0,10,0,27,0,16,0,11,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.gps,TeleportationManager,765,0,30,0,85,0,32,0,17,0
Slimefun,io.github.thebusybiscuit.slimefun4.api.gps,GPSNetwork,1014,0,44,0,129,0,46,0,24,0
Slimefun,io.github.thebusybiscuit.slimefun4.storage.backend.legacy,LegacyStorage,365,0,34,0,66,0,23,0,6,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.electric.gadgets,MultiToolMode,60,0,0,0,11,0,5,0,5,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.electric.gadgets,Multimeter,79,0,8,0,16,0,8,0,4,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.electric.gadgets,MultiTool,284,0,30,0,59,0,28,0,13,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.electric.gadgets,JetBoots,19,0,0,0,6,0,3,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.electric.gadgets,SolarHelmet,78,0,4,0,17,0,5,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.implementation.items.electric.gadgets,Jetpack,19,0,0,0,6,0,3,0,3,0
Slimefun,io.github.thebusybiscuit.slimefun4.core,SlimefunRegistry,324,0,2,0,79,0,38,0,37,0
